Sample_No,Age,Error_Plus,Error_Minus,Age_Method,Age_Interpretation,Age_Note,Age_Material,Age_Technique,Age_Qualifier,Geological_Province,Province,Latitude,Longitude,Location,Geological_Info,Rock_Type,Rock_Description,References,Compilation_Source,,UTM_Zone,UTM_Easting,UTM_Northing,Comment,Tectonic_Unit
C-96-5,989,4,4,U/Pb,Metamorphic,"4 fractions analyzed, concordant to slightly discordant, age is upper limit of 207Pb/206Pb ages. See separate age entry for lower limit (goes to indicate metamorphism episodic).",Monazite,TIMS,Direct,Grenville Province,ON,46.60991,-80.58343,"Street Township, near Grenville Fault",Grenville Front tectonic zone - unknown,Metamorphic,(rutile staurolite muscovite) kyanite garnet biotite plagioclase quartz gneiss,"Corfu, F. and Easton, R.M., 2000. U-Pb evidence for polymetamorphic history of Huronian rocks in the Grenville Front Tectonic Zone east of Sudbury, Ontario; Chemical Geology, v. 172,  p. 149-171",GSCdatabase,Corfu2001a,,,,,
,1105.6,0.32,,U/Pb,Igneous,68 weighted mean,Zircon,TIMS,,Midcontinent Rift,,,,,,Volcanic,Red Rock Rhyolite,,compiled by NSH,Swanson-Hysell2019a,,,,,
,1105.15,0.33,,U/Pb,Igneous,68 weighted mean,Zircon,TIMS,,Midcontinent Rift,,,,,,Volcanic,Agate Point Rhyolite,,compiled by NSH,Swanson-Hysell2019a,,,,,
,1100.36,0.25,,U/Pb,Igneous,68 weighted mean,Zircon,TIMS,,Midcontinent Rift,,,,,,Volcanic,Flour Bay tuff,,compiled by NSH,Swanson-Hysell2015a,,,,,
,1098.24,0.45,,U/Pb,Igneous,68 weighted mean,Zircon,TIMS,,Midcontinent Rift,,,,,,Volcanic,Kallander Creek Rhyolite,,compiled by NSH,Swanson-Hysell2019a,,,,,
,1096.75,0.28,,U/Pb,Igneous,68 weighted mean,Zircon,TIMS,,Midcontinent Rift,,,,,,Volcanic,40th Ave Icelandite,,compiled by NSH,Swanson-Hysell2019a,,,,,
,1096.18,0.32,,U/Pb,Igneous,68 weighted mean,Zircon,TIMS,,Midcontinent Rift,,,,,,Volcanic,Two Harbors Icelandite,,compiled by NSH,Swanson-Hysell2019a,,,,,
,1093.94,0.28,,U/Pb,Igneous,68 weighted mean,Zircon,TIMS,,Midcontinent Rift,,,,,,Volcanic,Palisade Rhyolite,,compiled by NSH,Swanson-Hysell2019a,,,,,
,1093.52,0.43,,U/Pb,Igneous,68 weighted mean,Zircon,TIMS,,Midcontinent Rift,,,,,,Volcanic,Grand Marais Rhyolite,,compiled by NSH,Swanson-Hysell2019a,,,,,
,1093.37,0.53,,U/Pb,Igneous,68 weighted mean,Zircon,TIMS,,Midcontinent Rift,,,,,,Volcanic,Copper City Flow,,compiled by NSH,Swanson-Hysell2019a,,,,,
,1091.59,0.27,,U/Pb,Igneous,68 weighted mean,Zircon,TIMS,,Midcontinent Rift,,,,,,Volcanic,Greenstone Flow,,compiled by NSH,Swanson-Hysell2019a,,,,,
,1085.57,0.25,,U/Pb,Igneous,68 weighted mean,Zircon,TIMS,,Midcontinent Rift,,,,,,Volcanic,Lake Shore Trap andesite,,compiled by NSH,Fairchild2017a,,,,,
,1084.35,0.2,,U/Pb,Igneous,68 weighted mean,Zircon,TIMS,,Midcontinent Rift,,,,,,Volcanic,West Sand Bay Tuff,,compiled by NSH,Fairchild2017a,,,,,
,1083.52,0.23,,U/Pb,Igneous,68 weighted mean,Zircon,TIMS,,Midcontinent Rift,,,,,,Volcanic,Davieux Island Rhyolite,,compiled by NSH,Fairchild2017a,,,,,
,1096.19491,0.18829361,,U/Pb,Igneous,68 weighted mean,Zircon,TIMS,,Midcontinent Rift,,,,,,Plutonic,Partridge River intrusion,,compiled by NSH,Swanson-Hysell2020a,,,,,
,1095.88458,0.19078006,,U/Pb,Igneous,68 weighted mean,Zircon,TIMS,,Midcontinent Rift,,,,,,Plutonic,Bald Eagle intrusion,,compiled by NSH,Swanson-Hysell2020a,,,,,
,1095.86221,0.18711199,,U/Pb,Igneous,68 weighted mean,Zircon,TIMS,,Midcontinent Rift,,,,,,Plutonic,Duluth area anorthositic series (AS3),,compiled by NSH,Swanson-Hysell2020a,,,,,
,1095.80648,0.15803362,,U/Pb,Igneous,68 weighted mean,Zircon,TIMS,,Midcontinent Rift,,,,,,Plutonic,Forest Center anorthositic series (FC-1),,compiled by NSH,Swanson-Hysell2020a,,,,,
,1095.68996,0.17893748,,U/Pb,Igneous,68 weighted mean,Zircon,TIMS,,Midcontinent Rift,,,,,,Plutonic,Forest Center anorthositic series (FC-4b),,compiled by NSH,Swanson-Hysell2020a,,,,,
,1095.43796,0.2585332,,U/Pb,Igneous,68 weighted mean,Zircon,TIMS,,Midcontinent Rift,,,,,,Plutonic,Houghtaling Creek troctolite,,compiled by NSH,Swanson-Hysell2020a,,,,,
,1091.62881,0.34841172,,U/Pb,Igneous,68 weighted mean,Zircon,TIMS,,Midcontinent Rift,,,,,,Plutonic,Wilson Lake ferrogabbro,,compiled by NSH,Swanson-Hysell2020a,,,,,
,1091.61,0.14,,U/Pb,Igneous,68 weighted mean,Zircon,TIMS,,Midcontinent Rift,,,,,,Plutonic,Silver Bay Aplite,,compiled by NSH,Fairchild2017a,,,,,
R20-87-09,1149.4,7.3,,U/Pb,Igneous,Concordia intercept,Baddeleyite,TIMS,,Midcontinent,,44,-97,need to georeference map to get better location,,Plutonic,Corson diabase,,compiled by NSH,McCormick2017a,,,,,
,1140.6,2,,U/Pb,Igneous,76 weighted mean,Baddeleyite,TIMS,,Midcontinent,,48,-81,need to georeference map to get better location,,Plutonic,Abitibi Dyke,,compiled by NSH,Krogh1987a,,,,,
LH87-10,1143,12,,U/Pb,Igneous,76 weighted mean,Perovskite,TIMS,,Midcontinent,,48,-84.5,need to georeference map to get better location,,Plutonic,Wawa Lamprophyre,,compiled by NSH,Queen1996a,,,,,
PH91-8,1141,9,,U/Pb,Igneous,76 weighted mean,Perovskite,TIMS,,Midcontinent,,48.5,-87,need to georeference map to get better location,,Plutonic,Slate Islands Lamprophyre,,compiled by NSH,Queen1996a,,,,,
LH85-4B,1145,15,10,U/Pb,Igneous,Concordia intercept,Perovskite,TIMS,,Midcontinent,,48.8,-86.73,need to georeference map to get better location,,Plutonic,Marathon Lamprophyre,,compiled by NSH,Queen1996a,,,,,
KL1,1148,6,,Ar/Ar,Igneous,Plateau,Phlogopite,,,Midcontinent,,48,-83,need to georeference map to get better location,,Plutonic,Kapuskasing Uplift Lamprophyre Dyke,,compiled by NSH,Queen1996a,,,,,
KL2,1147,3,,Ar/Ar,Igneous,Plateau,Phlogopite,,,Midcontinent,,48,-83,need to georeference map to get better location,,Plutonic,Kapuskasing Uplift Lamprophyre Dyke,,compiled by NSH,Queen1996a,,,,,
LL1,1154,6,,Ar/Ar,Igneous,Plateau,Phlogopite,,,Midcontinent,,48,-83,need to georeference map to get better location,,Plutonic,Kapuskasing Uplift Lamprophyre Dyke,,compiled by NSH,Queen1996a,,,,,
NW-4,1157.2,2.3,,U/Pb,Igneous,76 weighted mean,Baddeleyite,TIMS,,Midcontinent,,49.03,-86.72,general location of intrusion as sample coordinates not provided in manuscript,,Plutonic,Prairie Lake carbonatite,,compiled by NSH,Wu2017a,,,,,
P10A,1158.2,3.8,,U/Pb,Igneous,76 weighted mean,Baddeleyite,TIMS,,Midcontinent,,49.03,-86.72,general location of intrusion as sample coordinates not provided in manuscript,,Plutonic,Prairie Lake carbonatite,,compiled by NSH,Wu2017a,,,,,
P10L,1163.6,3.6,,U/Pb,Igneous,76 weighted mean,Baddeleyite,TIMS,,Midcontinent,,49.03,-86.72,general location of intrusion as sample coordinates not provided in manuscript,,Plutonic,Prairie Lake ijolite,,compiled by NSH,Wu2017a,,,,,
AM87-10,1176,11,,U/Pb,Igneous,76 weighted mean,zircon,SHRIMP,,Adirondacks,,43.792,-73.984,precise location not given; location of town of Minerva 4 km from sample,AMCG,Plutonic,Minerva charnockite,,compiled by NSH,Hamilton2004a,,,,,
AM87-10,1049,4,,U/Pb,Metamorphic,76 weighted mean,zircon,SHRIMP,,Adirondacks,,43.792,-73.984,precise location not given; location of town of Minerva 4 km from sample,AMCG,Plutonic,Minerva charnockite,,compiled by NSH,Hamilton2004a,,,,,
AM86-8,1174,25,,U/Pb,Igneous,76 weighted mean,zircon,SHRIMP,,Adirondacks,,43.7,-74.386,precise location not given; location of Snowy Mtn,AMCG,Plutonic,Snowy Mountain mangerite,,compiled by NSH,Hamilton2004a,,,,,
AM86-8,1031,30,,U/Pb,Metamorphic,76 weighted mean,zircon,SHRIMP,,Adirondacks,,43.7,-74.386,precise location not given; location of Snowy Mtn,AMCG,Plutonic,Snowy Mountain mangerite,,compiled by NSH,Hamilton2004a,,,,,
AM87-9,1154,17,,U/Pb,Igneous,76 weighted mean,zircon,SHRIMP,,Adirondacks,,43.673,-74.007,precise location not given; location of Gore Mtn,AMCG,Plutonic,Gore Mountain charnockite,,compiled by NSH,Hamilton2004a,,,,,
AM87-9,1041,6,,U/Pb,Metamorphic,76 weighted mean,zircon,SHRIMP,,Adirondacks,,43.673,-74.007,precise location not given; location of Gore Mtn,AMCG,Plutonic,Gore Mountain charnockite,,compiled by NSH,Hamilton2004a,,,,,
AM87-8,1156,7,,U/Pb,Igneous,76 weighted mean,zircon,SHRIMP,,Adirondacks,,43.497,-74.362,"precise location not given; location of Speculator, NY",AMCG,Plutonic,Oregon Dome ferrodiorite interpretted to be comagmatic with anorthosite,,compiled by NSH,Hamilton2004a,,,,,
AM87-8,1048,10,,U/Pb,Metamorphic,76 weighted mean,zircon,SHRIMP,,Adirondacks,,43.497,-74.362,"precise location not given; location of Speculator, NY",AMCG,Plutonic,Oregon Dome ferrodiorite interpretted to be comagmatic with anorthosite,,compiled by NSH,Hamilton2004a,,,,,
BMH-01-02,1160,15,,U/Pb,Igneous,76 weighted mean,zircon,SHRIMP,,Adirondacks,,,,,AMCG,Plutonic,"Coarse-Grained Anorthosite, Southern Marcy Massif",,compiled by NSH,McLelland2004a,,,,,
BMH-01-04,1160,13,,U/Pb,Igneous,76 weighted mean,zircon,SHRIMP,,Adirondacks,,,,,AMCG,Plutonic,"Pegmatitic Mafi c Anorthosite at Jay, Northeastern Marcy Massif",,compiled by NSH,McLelland2004a,,,,,
BMH-01-05,1155,10,,U/Pb,Igneous,76 weighted mean,zircon,SHRIMP,,Adirondacks,,,,,AMCG,Plutonic,"Coarse-Grained, Blue-Gray Anorthosite,Middle Saranac Lake, Northern MarcyMassif",,compiled by NSH,McLelland2004a,,,,,
AC85-8,1149,35,,U/Pb,Igneous,76 weighted mean,zircon,SHRIMP,,Adirondacks,,,,,AMCG,Plutonic,"Coarse-Grained, Blue-Gray Anorthosite, Upper Saranac Lake, Northwestern Marcy Massif",,compiled by NSH,McLelland2004a,,,,,
BMH-01-09,1159,12,,U/Pb,Igneous,76 weighted mean,zircon,SHRIMP,,Adirondacks,,,,,AMCG,Plutonic,Coarse-Grained Anorthosite of the Oregon Dome Massif,,compiled by NSH,McLelland2004a,,,,,
BMH-01-19,1155,11,,U/Pb,Igneous,76 weighted mean,zircon,SHRIMP,,Adirondacks,,,,,AMCG,Plutonic,"Coarse-Grained Anorthosite, Interstate 87 at Exit 30S, Eastern Marcy Massif",,compiled by NSH,McLelland2004a,,,,,
BMF-01E1,1153,9,,U/Pb,Igneous,76 weighted mean,zircon,SHRIMP,,Adirondacks,,,,,AMCG,Plutonic,"Pegmatitic Anorthosite 1, Woolen Mill",,compiled by NSH,McLelland2004a,,,,,
BMH-01E2,1153,6,,U/Pb,Igneous,76 weighted mean,zircon,SHRIMP,,Adirondacks,,,,,AMCG,Plutonic,"Pegmatitic Anorthosite 2, Woolen Mill",,compiled by NSH,McLelland2004a,,,,,
BMH-01E3,1157,9,,U/Pb,Igneous,76 weighted mean,zircon,SHRIMP,,Adirondacks,,,,,AMCG,Plutonic,Woolen Mill Ferrogabbro,,compiled by NSH,McLelland2004a,,,,,
BMH-01E4,1142,18,,U/Pb,Igneous,76 weighted mean,zircon,SHRIMP,,Adirondacks,,,,,AMCG,Plutonic,Coarse-Grained Anorthosite near the Former Woolen Mill Dam,,compiled by NSH,McLelland2004a,,,,,
AC85-6,1170,8,,U/Pb,Igneous,76 weighted mean,zircon,SHRIMP,,Adirondacks,,,,,AMCG,Plutonic,"Mangerite at Moodys, South of Tupper Lake Village",,compiled by NSH,McLelland2004a,,,,,
AC85-10,1164,13,,U/Pb,Igneous,76 weighted mean,zircon,SHRIMP,,Adirondacks,,,,,AMCG,Plutonic,Mafic Mangerite along River Road between Bloomingdale and Franklin Falls (AC85-10),,compiled by NSH,McLelland2004a,,,,,
9-23-85-7,1167,9,,U/Pb,Igneous,76 weighted mean,zircon,SHRIMP,,Adirondacks,,,,,AMCG,Plutonic,Charnockitic Gneiss along Schroon Lake North of Pottersville,,compiled by NSH,McLelland2004a,,,,,
BMH-01-15,1160,10,,U/Pb,Igneous,76 weighted mean,zircon,SHRIMP,,Adirondacks,,,,,AMCG,Plutonic,Mangeritic Dikes Cross-cutting the Marcy Anorthosite Massif at Wabeek,,compiled by NSH,McLelland2004a,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
CG92-066C,1000,0,0,U/Pb,Metamorphic,"4 rounded monazite grains, 1 first reported in 1994 report, 3 new analyses from 2002 report. All are discordant - very rough linear trend, age is approximate age of ""trend towards lower intercept"" (not statistically linear; no errors given).",Monazite,TIMS,Estimate,Grenville Province,NL,54.48778,-57.13889,"Cut Throat Island thrust, Smokey Archipelago. Coordinates interpolated from sketch map in report relative to on-line digital mapping of NGS.",Grenville Front - White Bear Island complex,Plutonic,felsic mylonite,"Krogh, T.E., Kamo, S., Gower, C.F. and Owen, J.V., 2002. Augmented and reassessed U-Pb geochoronlogical data from the Labradorian-Grenvillian front in the Smokey archipelago, eastern labrador; Canadian Journal of Earth Sciences, v. 39,  p. 831-843 OR/OU  Krogh, T.E., 1994. Precise U-Pb ages for Grenvillian and pre-Grenvillian thrusting of Proterozoic and Archean metamorphic assemblages in the Grenville Front tectonic zone, Canada; Tectonics, v. 13,  p. 963-982",GSCdatabase,,,,,,
C-96-5,977,3,3,U/Pb,Metamorphic,"4 fractions analyzed, concordant to slightly discordant, age is lower limit of 207Pb/206Pb ages. See separate age entry for lower limit (goes to indicate metamorphism episodic).",Monazite,TIMS,Direct,Grenville Province,ON,46.60991,-80.58343,"Street Township, near Grenville Fault",Grenville Front tectonic zone - unknown,Metamorphic,(rutile staurolite muscovite) kyanite garnet biotite plagioclase quartz gneiss,"Corfu, F. and Easton, R.M., 2000. U-Pb evidence for polymetamorphic history of Huronian rocks in the Grenville Front Tectonic Zone east of Sudbury, Ontario; Chemical Geology, v. 172,  p. 149-171",GSCdatabase,,,,,,
C-96-6,982.2,1.4,1.4,U/Pb,Metamorphic,"4 fractions analyzed, cluster on or just below concordia. This age is weighted mean 207Pb/206Pb age of the 3 younger fractions; two ages are given on basis that metamorphic monazite growth was likely episodic.",Monazite,TIMS,Estimate,Grenville Province,ON,46.61098,-80.58303,"Street Township, near Grenville Fault",Grenville Front tectonic zone - unknown,Metamorphic,(rutile kyanite staurolite) garnet biotite muscovite plagioclase quartz schist,"Corfu, F. and Easton, R.M., 2000. U-Pb evidence for polymetamorphic history of Huronian rocks in the Grenville Front Tectonic Zone east of Sudbury, Ontario; Chemical Geology, v. 172,  p. 149-171",GSCdatabase,,,,,,
CQA-00-111-P,1010,2,2,U/Pb,Metamorphic,"Weighted average 207Pb/235U age, N=2; 0.3% and 0.2% disc. A third concordant analysis yields 1001 ? 2 Ma.",Monazite,TIMS,Direct,Grenville Province,QC,50.6976,-61.11948,western shore of the western arm of the U-shape Musquaro lake,"Eastern Grenville - Grey, polymictic lapillistones, of intermediate composition",Volcanic,None,"van Breemen, O. and Corriveau, L., 2005. U-Pb age constraints on arenaceous and volcanic rocks of the Wakeham Group, eastern Grenville Province; Canadian Journal of Earth Sciences, v. 42",GSCdatabase,,,,,,
90 NKD 35E,1092,1,1,U/Pb,Peak Metamorphic,"2 fractions (1 abr), concordant and v. near concordant, overlapping. Age is 207Pb/206Pb age of the concordant (abr) fraction. The other is within error at 1093 ?1 Ma. Monazites formed in host pelite during peak metam., assimilated by leucosome",Monazite,TIMS,Direct,Grenville Province,QC,46.51718,-72.81925,Road cut on western side of HW 153 approx 1 km NE of Saint-Boniface-de-Shawinigan,"Allochthonous terranes, Shawinigan Domain - Peraluminous syntectonic leucosome",Sedimentary,Coarse-grained garnet-tourmal-sill peral leucosome in highly aluminous metaseds. Lineation outlined by pulled-apart tourmal crystals. Leucosomes pods form few cm to metres; variably strained.,"Corrigan, D. and van Breemen, O., 1997. U-Pb age constraints for the lithotectonic evolution of the Grenville Province along the Mauricie transect, Quebec; Canadian Journal of Earth Sciences, v. 34,  p. 299-316",GSCdatabase,,,,,,
3 LJT Leucosome,1660,8,6,U/Pb,Metamorphic,"4 fractions (3 abr), 3 are slightly disc to discordant and colinear, the 4th is reversely discordant. Age is upper intercept of regression through the 3 points p.o.f.= 58%, with l.int. constrained at 1000 ?100 to improve error (from 1663 +160/-10 Ma)",Monazite,TIMS,Direct,Grenville Province,NL,52.85,-65.15,Western Labrador. Coordinates approximated from regional-scale sketch map in report; poorly constrained,Lac Joseph Terrane - unknown,Metamorphic,"N1 leucosomes, dominated by K-feldspar, plagioclase and quartz, with minor component of restite","Connelly, J.N. and Heaman, L.M., 1993. U-Pb geochronological constraints on the tectonic evolution of the Grenville Province, western Labrador; Precambrian Research, v. 63,  p. 123-142",GSCdatabase,,,,,,
4 LJT leucosome,1636,6,5,U/Pb,Metamorphic,"4 fractions (2 abr), 3 are near-conc to discordant and colinear, the 4th is off trend. Age is upper intercept of regression through the 3 points p.o.f.= 66%, with l.int. constrained at 1000 ?100 to improve error (from 1637+188/-145 Ma)",Monazite,TIMS,Direct,Grenville Province,NL,52.85,-65.15,Western Labrador. Coordinates approximated from regional-scale sketch map in report; poorly constrained,Lac Joseph Terrane - unknown,Metamorphic,"N2 leucosome, dominated by K-feldspar, plagioclase and quartz, with minor component of restite","Connelly, J.N. and Heaman, L.M., 1993. U-Pb geochronological constraints on the tectonic evolution of the Grenville Province, western Labrador; Precambrian Research, v. 63,  p. 123-142",GSCdatabase,,,,,,
US-10,1005,2,2,U/Pb,Metamorphic,"5 fractions (abr), concordant to variably discordant, broadly colinear, but likely not within statistical validity (MSWD not reported). This age is mean (identical) 207Pb/206Pb age of 2 near-concordant points",Monazite,TIMS,Direct,Grenville Province,NL,53.66849,-60.42135,"North shore of Grand Lake, Labrador. Coordinates interpolated from sketch map in report (by NGS compilers)",Groswater Bay terrane - Grand Lake Thrust System (footwall),Metamorphic,mylonitic paragneiss,"Philippe, S., Wardle, R.J. and Scharer, U., 1993. Labradorian and Grenvillian crustal evolution of the Goose Bay region, Labrador: new U - Pb geochronological constraints; Canadian Journal of Earth Sciences, v. 30,  p. 2315-2327",GSCdatabase,,,,,,
DS-S99,1077,3,3,U/Pb,Peak Metamorphic,"2 fractions, near-concordant and overlapping. Age is mean 207Pb/206Pb age. Zircons also recovered, variety of populations, poor quality - not analyzed.",Monazite,TIMS,Direct,Grenville Province,NL,52.55222,-56.15778,"Alexis Bay, Labrador. Coordinates approximated from detailed sketch map in report relative to on-line digital mapping of NGS",Gilbert River Belt - Alexis Bay gneiss,Metamorphic,polydeformed granodioritic gneiss,"Scott, D.J., Machado, N., Hanmer, S. and Gariepy, C., 1993. Dating ductile deformation using U-Pb geochronology: examples from the Gilbert River Belt, Grenville Province, Labrador, Canada; Canadian Journal of Earth Sciences, v. 30,  p. 1458-1469",GSCdatabase,,,,,,
RF91-17,1164,18,20,U/Pb,Metamorphic,"5 fractions (abr), concordant to slightly discordant (all < 1%), age is range of 207Pb/206Pb ages, representing the interval of metamorphism.",Monazite,TIMS,Estimate,Grenville Province,QC,47.23757,-76.4755,"Along road to Cabonga Dam, east of the reservoir, about 500m SE of Lac Hogen.",Reservoir Cabonga terrane - Grenville Supergroup,Metamorphic,"grt-sil gneiss, presumed pelitic protolith","Friedman, R.M. and Martignole, J., 1995. Mesoproterozoic sedimentation, magmatism, and metamorphism in the southern part of the Grenville Province (Western Quebec): U-Pb geochronological constraints; Canadian Journal of Earth Sciences, v. 32,  p. 2103-2114",GSCdatabase,,,,,,
F-4,1005,7,7,U/Pb,Metamorphic,"Large number of analyses cluster just below concordia to more discordant and scattered. Age is mean ""for those grains which did not appear to contain an inherited component"". No further details; data is a repository item.",Monazite,TIMS,Estimate,Grenville Province,QC,47.41175,-77.02637,On Hwy 117. Coordinates interpolated from sketch map in report (by OGS compilers). To be verified to coordinates given in repository item.,Reservoir Dozois terrane - unknown; Reservoir Dozois terrane,Metamorphic,gneiss; further details in repository item - not acquired at time of compilation,"Childe, F., Doig, R. and Gariepy, C., 1993. Monazite as a metamorphic chronometer, south of the Grenville Front, western Quebec; Canadian Journal of Earth Sciences, v. 30,  p. 1056-1065",GSCdatabase,,,,,,
F-5,1000,8,8,U/Pb,Metamorphic,"4 fractions, discordant (1 - 3%), 3 are colinear, 4th just off trend (still touching one of the other 3). Age is mean 207Pb/206Pb age.",Monazite,TIMS,Direct,Grenville Province,QC,47.37341,-76.99248,On Hwy 117. Coordinates interpolated from sketch map in report (by OGS compilers). To be verified to coordinates given in repository item.,Reservoir Dozois terrane - unknown; Reservoir Dozois terrane,Metamorphic,gneiss; further details in repository item - not acquired at time of compilation,"Childe, F., Doig, R. and Gariepy, C., 1993. Monazite as a metamorphic chronometer, south of the Grenville Front, western Quebec; Canadian Journal of Earth Sciences, v. 30,  p. 1056-1065",GSCdatabase,,,,,,
F-6,1006,2,2,U/Pb,Metamorphic,"2 fractions (unabr), 1 is concordant, the other slightly discordant (1.8%). Age is mean (identical ) 207Pb/206Pb age.",Monazite,TIMS,Direct,Grenville Province,QC,47.35341,-76.9647,On Hwy 117. Coordinates interpolated from sketch map in report (by OGS compilers). To be verified to coordinates given in repository item.,Reservoir Dozois terrane - unknown; Reservoir Dozois terrane,Metamorphic,gneiss; further details in repository item - not acquired at time of compilation,"Childe, F., Doig, R. and Gariepy, C., 1993. Monazite as a metamorphic chronometer, south of the Grenville Front, western Quebec; Canadian Journal of Earth Sciences, v. 30,  p. 1056-1065",GSCdatabase,,,,,,
F-8,995,2,2,U/Pb,Metamorphic,"2 fractions (unabr), 1 is slightly reversely discordant (-1%), the other slightly discordant (0.7%). Age is upper intercept of line through both points (not a true regression, MSWD not applicable)",Monazite,TIMS,Direct,Grenville Province,QC,47.3048,-76.86719,"On Hwy 117, 67 km S of Grenville Front. Coordinates interpolated from sketch map in report (by OGS compilers). To be verified to coordinates given in repository item",Reservoir Dozois terrane - unknown; Reservoir Dozois terrane,Plutonic,slightly foliated granite cutting metasediments; further details in repository item - not acquired at time of compilation,"Childe, F., Doig, R. and Gariepy, C., 1993. Monazite as a metamorphic chronometer, south of the Grenville Front, western Quebec; Canadian Journal of Earth Sciences, v. 30,  p. 1056-1065",GSCdatabase,,,,,,
F-9,1005,2,2,U/Pb,Peak Metamorphic,"5 fractions from 2 populations (have diff. chemical signatures). This age is for younger grouping, given by 2 fractions (concordant and 1.4% disordant). Age is upper intercept of ""regression"" on these two, 2nd pulse of metamorphism.",Monazite,TIMS,Direct,Grenville Province,QC,47.28814,-76.83608,On Hwy 117. Coordinates interpolated from sketch map in report (by OGS compilers). To be verified to coordinates given in repository item,Reservoir Dozois terrane - unknown; Reservoir Dozois terrane,Metamorphic,gneiss; further details in repository item - not acquired at time of compilation,"Childe, F., Doig, R. and Gariepy, C., 1993. Monazite as a metamorphic chronometer, south of the Grenville Front, western Quebec; Canadian Journal of Earth Sciences, v. 30,  p. 1056-1065",GSCdatabase,,,,,,
F-9,1020,3,3,U/Pb,Metamorphic,"5 fractions from 2 populations (have diff. chemical signatures). This age is for older group, consisting of 3 slightly discordant (0.7 - 1.5%) colinear points, age is upper intercept. 1st pulse of metamorphism. MSWD not reported; visually tight.",Monazite,TIMS,Direct,Grenville Province,QC,47.28814,-76.83608,On Hwy 117. Coordinates interpolated from sketch map in report (by OGS compilers). To be verified to coordinates given in repository item,Reservoir Dozois terrane - unknown; Reservoir Dozois terrane,Metamorphic,gneiss; further details in repository item - not acquired at time of compilation,"Childe, F., Doig, R. and Gariepy, C., 1993. Monazite as a metamorphic chronometer, south of the Grenville Front, western Quebec; Canadian Journal of Earth Sciences, v. 30,  p. 1056-1065",GSCdatabase,,,,,,
Ontario,1145,0,0,U/Pb,Metamorphic,"Min age of metamorphism. Grey-literature, preliminary age. Report unavailable at time of posting to Knowledgebase: information and age quality to be verified by user.",Monazite,TIMS,Unverified,Grenville Province,ON,45.46673,-78.19977,Coordinates approximate.,Central Gneiss Belt - unknown,Metamorphic,granulite facies paragneiss,"Carr, S. and Berman, R., 1996. Metamorphic history of the Central Metasedimentary Belt boundary thrust zone and adjacent footwall rocks in the Algonquin domain (Central Gneiss Belt); Bancroft-Whitney-Barry's Bay area, Ontario Grenville; Abitibi-Grenville Lithoprobe, Atelier 96,  p. 8-8",GSCdatabase,,,,,,
87-DC-3,1035,1,1,U/Pb,Peak Metamorphic,2 near-concordant overlapping fractions (abr). Age is 207Pb/206Pb age of the younger fraction; other one is within error at 1037 ? 1 Ma. Cooling through 725?C,Monazite,TIMS,Direct,Grenville Province,ON,45.88482,-80.7434,"Small island just west of Key Harbour, Georgian Bay",Mesoproteozoic composite Arc allochthon - undivided gneiss,Metamorphic,migmatitic sillimanite kyanite K-feldspar garnet biotite paragneiss,"Corrigan, D., Culshaw, N.G. and Mortensen, K.J., 1994. Pre-Grenvillian evoultion and Grenvillian overprinting of the Parautochthonous Belt in Key Harbour, Ontario: U-Pb and field constraints; Canadian Journal of Earth Sciences, v. 31,  p. 583-596",GSCdatabase,,,,,,
ALG85-1,1100,1,1,U/Pb,Metamorphic,"Single concordant fraction, age is 207Pb/206Pb age.",Monazite,TIMS,Direct,Grenville Province,ON,45.50595,-78.25401,No topographic reference given in report; located by UTM in appendix,"Central Metasedimentary Belt, Algonquin Terrane - unknown",Metamorphic,pelitic schist,"Mezger, K., Essene, E.J., van der Pluijm, B.A. and Halliday, A.N., 1993. U-Pb geochronology of the Grenville Orogen of Ontario and New York: constraints on ancient crustal tectonics; Contributions to Mineralogy and Petrology, v. 114,  p. 13-26",GSCdatabase,,,,,,
SSA-12,1074,2,2,U/Pb,Metamorphic,"Single concordant fraction, age is 207Pb/206Pb age.",Monazite,TIMS,Direct,Grenville Province,ON,45.5872,-78.50004,No topographic reference given in report; located by UTM in appendix,"Central Metasedimentary Belt, Algonquin/McClintock terrane boundary - unknown",Metamorphic,gneiss,"Cosca, M.A., Sutter, J.F. and Essene, E.J., 1991. Late metamorphic cooling and erosion history of the Ontario Grenville Province: constraints from 40Ar/39Ar  thermochronometry; Tectonics, v. 10,  p. 959-977 OR/OU  Mezger, K., Essene, E.J., van der Pluijm, B.A. and Halliday, A.N., 1993. U-Pb geochronology of the Grenville Orogen of Ontario and New York: constraints on ancient crustal tectonics; Contributions to Mineralogy and Petrology, v. 114,  p. 13-26",GSCdatabase,,,,,,
